billIndex,billId,billStatus,billType,billTitle
3042,s788-114,REFERRED,s,A bill to require the termination of any employee of the Department of Veterans Affairs who is found to have retaliated against a whistleblower.
3043,s789-114,REFERRED,s,"Dorothy I. Height and Whitney M. Young, Jr., Social Work Reinvestment Act"
3044,s79-114,REFERRED,s,Remittance Status Verification Act of 2015
3045,s790-114,REFERRED,s,Economic Freedom Zones Act of 2015
3046,s791-114,REFERRED,s,American Energy Renaissance Act of 2015
3047,s792-114,REPORTED,s,Nuclear Weapon Free Iran Act of 2015
3048,s793-114,REFERRED,s,Bank on Students Emergency Loan Refinancing Act
3049,s794-114,REFERRED,s,A bill to extend whistleblower protections for defense contractor employees to employees of contractors of the elements of the intelligence community.
3050,s795-114,PASS_OVER:SENATE,s,A bill to enhance whistleblower protection for contractor and grantee employees.
3051,s796-114,REFERRED,s,IN-STATE for Dreamers Act of 2015
3052,s797-114,REFERRED,s,Railroad Infrastructure Financing Improvement Act
3053,s798-114,REFERRED,s,Policyholder Protection Act of 2015
3054,s799-114,ENACTED:SIGNED,s,Protecting Our Infants Act of 2015
3055,s80-114,REFERRED,s,A bill to prohibit appropriated funds from being used in contravention of section 642(a) of the Illegal Immigration Reform and Immigrant Responsibility Act of 1996.
3056,s800-114,REPORTED,s,Enhancing the Stature and Visibility of Medical Rehabilitation Research at the NIH Act
3057,s801-114,REFERRED,s,Representation Fairness Restoration Act
3058,s802-114,ENACTED:SIGNED,s,Girls Count Act of 2015
3059,s803-114,REFERRED,s,Family Friendly and Workplace Flexibility Act of 2015
3060,s804-114,REFERRED,s,Medicare CGM Access Act of 2015
3061,s805-114,REFERRED,s,Preservation Research at Institutions Serving Minorities Act of 2015
3062,s806-114,REPORTED,s,Drug Free Commercial Driver Act of 2015
3063,s807-114,REFERRED,s,Fair BEER Act
3064,s808-114,ENACTED:SIGNED,s,Surface Transportation Board Reauthorization Act of 2015
3065,s809-114,REFERRED,s,Educational Opportunities Act
3066,s81-114,REFERRED,s,Nepal Trade Preferences Act
3067,s810-114,REFERRED,s,SGR Repeal and Medicare Provider Payment Modernization Act of 2015
3068,s811-114,REFERRED,s,Supportive School Climate Act of 2015
3069,s812-114,REFERRED,s,CLEAR Relief Act of 2015
3070,s813-114,REFERRED,s,Military Sequester Flexibility Act
3071,s814-114,REFERRED,s,Oregon Coastal Land Act
3072,s815-114,REPORTED,s,Cow Creek Umpqua Land Conveyance Act
3073,s816-114,REFERRED,s,A bill to amend the Coquille Restoration Act to clarify certain provisions relating to the management of the Coquille Forest.
3074,s817-114,PASS_OVER:SENATE,s,A bill to provide for the addition of certain real property to the reservation of the Siletz Tribe in the State of Oregon.
3075,s818-114,PASS_OVER:SENATE,s,"A bill to amend the Grand Ronde Reservation Act to make technical corrections, and for other purposes."
3076,s819-114,REFERRED,s,Export-Import Bank Reform and Reauthorization Act of 2015
3077,s82-114,REFERRED,s,Strategic Petroleum Supplies Act
3078,s820-114,REFERRED,s,Child and Dependent Care Tax Credit Enhancement Act of 2015
3079,s821-114,REFERRED,s,BPA in Food Packaging Right to Know Act
3080,s822-114,REFERRED,s,Geothermal Production Expansion Act of 2015
3081,s823-114,REFERRED,s,"A bill to designate the facility of the United States Postal Service located at 206 West Commercial Street in East Rochester, New York, as the ""Officer Daryl R. Pierson Post Office""."
3082,s824-114,REFERRED,s,Promoting U.S. Jobs Through Exports Act of 2015
3083,s825-114,REFERRED,s,"Sanction Iran, Safeguard America Act of 2015"
3084,s826-114,REFERRED,s,Regulatory Examination Vital for Improving and Evaluating Working Solutions Act of 2015
3085,s827-114,REPORTED,s,Improving Rural Call Quality and Reliability Act of 2015
3086,s828-114,REFERRED,s,Fracturing Regulations are Effective in State Hands Act
3087,s829-114,REFERRED,s,Medicare Orthotics and Prosthetics Improvement Act of 2015
3088,s83-114,REFERRED,s,End Pay Discrimination Through Information Act
3089,s830-114,REFERRED,s,LDRD Enhancement Act of 2015
3090,s831-114,REFERRED,s,Smarter Approach to Nuclear Expenditures Act
3091,s832-114,REFERRED,s,Care and Readiness Enhancement for Reservists Act of 2015
3092,s833-114,REPORTED,s,Department of Veterans Affairs Medical Facility Earthquake Protection and Improvement Act
3093,s834-114,REPORTED,s,Sport Fish Restoration and Recreational Boating Safety Act
3094,s835-114,REFERRED,s,Tribal Adoption Parity Act
3095,s836-114,REFERRED,s,Family Health Care Flexibility Act
3096,s837-114,REFERRED,s,A bill to modify the criteria used by the Corps of Engineers to dredge small ports.
3097,s838-114,REFERRED,s,Protecting Consumers from Unreasonable Credit Rates Act of 2015
3098,s839-114,REFERRED,s,Preserve Access to Medicare Rural Home Health Services Act of 2015
3099,s84-114,REFERRED,s,GEDI Act
3100,s840-114,REFERRED,s,Student Loan Borrower Bill of Rights
3101,s841-114,REFERRED,s,Prioritizing Veterans Access to Mental Health Care Act of 2015
3102,s842-114,REFERRED,s,Intermountain West Corridor Development Act of 2015
3103,s843-114,REFERRED,s,Improving Access to Medicare Coverage Act of 2015
3104,s844-114,REFERRED,s,"A bill to repeal the medical device excise tax, and for other purposes."
3105,s845-114,REFERRED,s,A bill to require the Secretary of the Treasury to implement security measures in the electronic tax return filing process to prevent tax refund fraud from being perpetrated with electronic identity theft.
3106,s846-114,REFERRED,s,Small Business Regulatory Sunset Act of 2015
3107,s847-114,REFERRED,s,Transnational Criminal Organization Illicit Spotter Prevention and Elimination Act
3108,s848-114,REFERRED,s,Resolving Environmental and Grid Reliability Conflicts Act of 2015
3109,s849-114,REPORTED,s,Advancing Research for Neurological Diseases Act of 2016
3110,s85-114,REFERRED,s,Repay Act of 2015
3111,s850-114,REFERRED,s,Horse Transportation Safety Act of 2015
3112,s851-114,REFERRED,s,Digital Goods and Services Tax Fairness Act of 2015
3113,s852-114,REFERRED,s,A Voice for Victims Act of 2015
3114,s853-114,REFERRED,s,Rail Shipper Fairness Act of 2015
3115,s854-114,REFERRED,s,Nuclear Waste Administration Act of 2015
3116,s855-114,REFERRED,s,Endangered Species Management Self-Determination Act
3117,s856-114,REFERRED,s,Stop Sexual Abuse by School Personnel Act of 2015
3118,s857-114,REFERRED,s,"Health Outcomes, Planning, and Education (HOPE) for Alzheimer's Act of 2015"
3119,s858-114,REFERRED,s,Energy Savings Through Public-Private Partnerships Act of 2015
3120,s859-114,REFERRED,s,Crude-By-Rail Safety Act
3121,s86-114,REFERRED,s,Small Business Paperwork Relief Act of 2015
3122,s860-114,REFERRED,s,Death Tax Repeal Act of 2015
3123,s861-114,REPORTED,s,Preventing and Reducing Improper Medicare and Medicaid Expenditures Act of 2015
3124,s862-114,REFERRED,s,Paycheck Fairness Act
3125,s863-114,REFERRED,s,Appalachian Regional Development Amendments Act of 2015
3126,s864-114,REFERRED,s,National Nursing Shortage Reform and Patient Advocacy Act
3127,s865-114,REFERRED,s,Ruth Moore Act of 2015
3128,s866-114,REFERRED,s,Slain Officer Family Support Act of 2015
3129,s867-114,REFERRED,s,STEM Education for the Global Economy Act of 2015
3130,s868-114,REFERRED,s,Justice for Former American Hostages in Iran Act of 2015
3131,s869-114,REFERRED,s,All-of-the-Above Federal Building Energy Conservation Act of 2015
3132,s87-114,REFERRED,s,Show Your Exemption Act
3133,s870-114,REFERRED,s,Fairness in Federal Disaster Declarations Act of 2015
3134,s871-114,REFERRED,s,HELP Rural Communities Act of 2015
3135,s872-114,REFERRED,s,Unrecognized Southeast Alaska Native Communities Recognition and Compensation Act
3136,s873-114,REPORTED,s,Jay S. Hammond Wilderness Act
3137,s874-114,REFERRED,s,Second Amendment Enforcement Act of 2015
3138,s875-114,REFERRED,s,Workplace Advancement Act
3139,s876-114,REFERRED,s,A bill to amend the Commodity Exchange Act to specify how clearing requirements apply to certain affiliate transactions.
3140,s877-114,REFERRED,s,Police CAMERA Act
3141,s878-114,REFERRED,s,A bill to establish a State residential building energy efficiency upgrades loan pilot program.
3142,s879-114,REFERRED,s,Americans Giving Care to Elders (AGE) Act of 2015
3143,s88-114,REFERRED,s,General Duty Clarification Act of 2015
3144,s880-114,REFERRED,s,Transit-Oriented Development Infrastructure Financing Act
3145,s881-114,REFERRED,s,Comprehensive Regulatory Review Act of 2015
3146,s882-114,REFERRED,s,BEST Act
3147,s883-114,REFERRED,s,American Mineral Security Act of 2015
3148,s884-114,REFERRED,s,Health Care Safety Net Enhancement Act of 2015
3149,s885-114,REFERRED,s,National POW/MIA Remembrance Act of 2015
3150,s886-114,REFERRED,s,Smart Energy and Water Efficiency Act of 2015
3151,s887-114,REFERRED,s,Federal Spectrum Incentive Act of 2015
3152,s888-114,REFERRED,s,PREPARE Act
3153,s889-114,REFERRED,s,Fuel Choice and Deregulation Act of 2015
3154,s89-114,REFERRED,s,Financial Takeover Repeal Act of 2015
3155,s890-114,REFERRED,s,Land and Water Conservation Authorization and Funding Act of 2015
3156,s891-114,REFERRED,s,Leveling the Playing Field Act
3157,s892-114,REFERRED,s,Textile Enforcement and Security Act of 2015
3158,s893-114,REFERRED,s,Energy Productivity Innovation Challenge Act of 2015
3159,s894-114,REFERRED,s,Innovate America Act
3160,s895-114,REFERRED,s,Servicemember and Veteran Protection Act of 2015
3161,s896-114,REFERRED,s,Innovative Stormwater Infrastructure Act of 2015
3162,s897-114,REFERRED,s,Jesse Lewis Empowering Educators Act
3163,s898-114,REFERRED,s,National Health Service Corps Improvement Act of 2015
3164,s899-114,REFERRED,s,Afterschool and Workforce Readiness Act
3165,s90-114,REFERRED,s,Migratory Bird Treaty Amendment Act of 2015
3166,s900-114,REFERRED,s,Used Car Safety Recall Repair Act
3167,s901-114,REFERRED,s,Toxic Exposure Research Act of 2015
3168,s902-114,REFERRED,s,A bill to prohibit trespassing on critical infrastructure used in or affecting interstate commerce to commit a criminal offense.
3169,s903-114,REPORTED,s,An original bill to amend the Internal Revenue Code of 1986 to improve access and administration of the United States Tax Court.
3170,s904-114,REPORTED,s,Craft Beverage Bond Simplification Act of 2015
3171,s905-114,REPORTED,s,An original bill to amend the Internal Revenue Code of 1986 to increase the limitation on eligibility for the alternative tax for certain small insurance companies.
3172,s906-114,REPORTED,s,Cider Investment and Development through Excise Tax Reduction (CIDER) Act
3173,s907-114,REPORTED,s,Wounded Warrior Tax Equity Act of 2015
3174,s908-114,REPORTED,s,Charitable Agricultural Research Act
3175,s909-114,REPORTED,s,Philanthropic Enterprise Act of 2015
3176,s91-114,REFERRED,s,Mobile Mammography Promotion Act of 2015
3177,s910-114,REPORTED,s,"An original bill to amend the Internal Revenue Code of 1986 to clarify the special rules for accident and health plans of certain governmental entities, and for other purposes."
3178,s911-114,REFERRED,s,Saracini Aviation Safety Act of 2015
3179,s912-114,REPORTED,s,"An original bill to amend the Internal Revenue Code of 1986 to exclude payments received under the Work Colleges Program from gross income, including payments made from institutional funds."
3180,s913-114,REPORTED,s,An original bill to amend the Internal Revenue Code of 1986 to provide an investment tax credit for waste heat to power technology.
3181,s914-114,REPORTED,s,"An original bill to amend title 31, United States Code, to clarify the use of credentials by enrolled agents."
3182,s915-114,REPORTED,s,Real Estate Investment and Jobs Act of 2015
3183,s916-114,REPORTED,s,Don't Tax Our Fallen Public Safety Heroes Act
3184,s917-114,REPORTED,s,LNG and LPG Excise Tax Equalization Act of 2015
3185,s918-114,REPORTED,s,Notice for Organizations That Include Charities is Essential (NOTICE) Act
3186,s919-114,REPORTED,s,An original bill to exclude from gross income certain clean coal power grants to non-corporate taxpayers.
3187,s92-114,REFERRED,s,Community Bank Preservation Act of 2015
3188,s920-114,REPORTED,s,Military Spouse Job Continuity Act of 2015
3189,s921-114,REPORTED,s,Delaware River Basin Conservation Act of 2015
3190,s922-114,REFERRED,s,Corporate Tax Dodging Prevention Act
3191,s923-114,REFERRED,s,Healthy Relationships Act of 2015
3192,s924-114,REFERRED,s,National Credit Union Administration Budget Transparency Act
3193,s925-114,REFERRED,s,Women on the Twenty Act
3194,s926-114,REFERRED,s,Grace Period Restoration Act of 2015
3195,s927-114,REFERRED,s,CLEAR Plus Act of 2015
3196,s928-114,REFERRED,s,James Zadroga 9/11 Health and Compensation Reauthorization Act
3197,s929-114,REFERRED,s,"Simplified, Manageable, And Responsible Tax Act"
3198,s93-114,REFERRED,s,"A bill to withhold United States contributions to the United Nations until the United Nations formally retracts the final report of the ""United Nations Fact Finding Mission on the Gaza Conflict""."
3199,s930-114,REFERRED,s,Good Samaritan Hunger Relief Tax Incentive Extension Act of 2015
3200,s931-114,REFERRED,s,Artist-Museum Partnership Act
3201,s932-114,REFERRED,s,Historic Downtown Preservation and Access Act
3202,s933-114,REFERRED,s,Workforce Democracy and Fairness Act
3203,s934-114,REFERRED,s,Phantom Fuel Reform Act
3204,s935-114,REFERRED,s,Tax Refund Protection Act of 2015
3205,s936-114,REFERRED,s,A bill to amend the Ohio & Erie Canal National Heritage Canalway Act of 1996 to repeal the funding limitation.
3206,s937-114,REFERRED,s,State Grazing Management Authority Act
3207,s938-114,REFERRED,s,America Star Act
3208,s939-114,REFERRED,s,A bill to require the evaluation and consolidation of duplicative green building programs within the Department of Energy.
3209,s94-114,REFERRED,s,"A bill to prohibit the provision of Federal funds to State and local governments for payment of obligations, to prohibit the Board of Governors of the Federal Reserve System from financially assisting State and local governments, and for other purposes."
3210,s940-114,REFERRED,s,Simpler Tax Filing Act of 2015
3211,s941-114,REFERRED,s,Prevent Targeting at the IRS Act
3212,s942-114,REFERRED,s,Fair Treatment for All Gifts Act
3213,s943-114,REFERRED,s,Taxpayer Bill of Rights Act of 2015
3214,s944-114,REFERRED,s,Safe and Secure Decommissioning Act of 2015
3215,s945-114,REFERRED,s,Dry Cask Storage Act of 2015
3216,s946-114,REFERRED,s,Safe Transport for Horses Act
3217,s947-114,REFERRED,s,A bill to amend the Internal Revenue Code of 1986 to permanently extend the depreciation rules for property used predominantly within an Indian reservation.
3218,s948-114,REFERRED,s,A bill to amend the Internal Revenue Code of 1986 to eliminate the taxable income limit on percentage depletion for oil and natural gas produced from marginal properties.
3219,s949-114,REFERRED,s,Small Business Taxpayer Bill of Rights Act of 2015
